booking_id,sailing_id,booking_date,days_to_departure,channel,party_size,fare_paid_per_person,discount_flag,price_version,competitor_price_index,booking_segment
B01529,S045,2025-05-16,109,direct,2,4560.89,0,P2,0.91,mid_booker
B01530,S045,2025-07-16,48,direct,2,4508.96,0,P2,0.9,mid_booker
B01531,S045,2025-08-07,26,direct,1,4842.53,0,P3,0.84,mid_booker
B01532,S045,2025-07-05,59,direct,3,4903.95,0,P3,0.83,last_minute
B01533,S045,2025-08-29,4,direct,2,4130.07,1,P3,0.86,last_minute
B01534,S045,2025-08-30,3,web,2,3946.24,1,P3,0.85,last_minute
B01535,S045,2025-07-25,39,web,2,3781.06,1,P3,0.93,last_minute
B01536,S045,2025-08-17,16,web,2,4577.75,0,P2,0.88,last_minute
B01537,S045,2025-08-26,7,web,2,4452.24,0,P2,1.07,mid_booker
B01538,S045,2025-08-31,2,direct,1,4712.65,0,P2,0.94,mid_booker
B01539,S045,2025-07-10,54,direct,3,4904.11,0,P3,0.99,last_minute
B01540,S045,2025-07-17,47,web,2,4685.43,0,P3,0.93,last_minute
B01541,S045,2025-08-29,4,direct,4,3646.42,1,P3,0.9,last_minute
B01542,S045,2025-08-05,28,direct,2,3692.84,1,P3,0.94,last_minute
B01543,S045,2025-07-16,48,direct,3,4723.18,0,P3,1.07,last_minute
B01544,S045,2025-08-10,23,web,2,3569.11,1,P2,1.01,last_minute
B01545,S045,2025-07-26,38,direct,2,3920.2,1,P2,1.0,mid_booker
B01546,S045,2025-07-24,40,travel_agent,4,4447.55,0,P2,0.96,mid_booker
B01547,S045,2025-07-11,53,direct,2,3597.02,1,P3,0.84,last_minute
B01548,S045,2025-09-01,1,direct,2,4687.7,0,P3,1.1,last_minute
B01549,S045,2025-07-05,59,direct,4,4553.15,0,P3,0.87,last_minute
B01550,S045,2025-08-22,11,travel_agent,4,3688.66,1,P3,1.11,last_minute
B01551,S030,2025-02-08,217,travel_agent,2,9562.17,0,P1,0.94,early_planner
B01552,S030,2024-12-11,276,direct,2,9683.74,0,P1,1.13,loyal_guest
B01553,S030,2025-01-15,241,direct,1,9537.84,0,P1,0.91,loyal_guest
B01554,S030,2024-12-18,269,direct,1,9437.67,0,P1,1.12,loyal_guest
B01555,S030,2025-02-28,197,travel_agent,4,10211.95,0,P1,0.96,early_planner
B01556,S030,2024-12-14,273,direct,2,9523.18,0,P1,0.99,early_planner
B01557,S030,2025-02-22,203,web,4,9886.33,0,P1,0.88,early_planner
B01558,S030,2024-12-15,272,direct,4,10356.43,0,P1,1.09,loyal_guest
B01559,S030,2024-12-09,278,direct,4,8671.12,1,P1,0.95,early_planner
B01560,S030,2025-01-01,255,web,2,10281.08,0,P1,0.86,early_planner
B01561,S030,2024-11-20,297,direct,2,10052.41,0,P1,1.11,early_planner
B01562,S030,2024-12-03,284,direct,2,8345.42,1,P1,1.13,loyal_guest
B01563,S030,2024-11-18,299,web,2,9877.67,0,P1,0.91,early_planner
B01564,S030,2025-01-11,245,direct,1,10264.84,0,P1,1.14,loyal_guest
B01565,S030,2025-03-07,190,direct,1,9883.79,0,P1,1.03,loyal_guest
B01566,S030,2025-02-26,199,direct,4,9658.61,0,P1,0.96,loyal_guest
B01567,S030,2024-11-23,294,direct,2,9923.14,0,P1,1.14,early_planner
B01568,S030,2025-03-17,180,travel_agent,2,9883.33,0,P2,1.03,mid_booker
B01569,S030,2025-01-01,255,travel_agent,2,8736.95,1,P1,1.11,early_planner
B01570,S030,2025-01-01,255,web,4,10053.68,0,P1,0.88,early_planner
B01571,S030,2025-01-29,227,travel_agent,3,7869.43,1,P1,1.06,early_planner
B01572,S030,2024-12-21,266,direct,2,9630.7,0,P1,0.94,loyal_guest
B01573,S030,2024-12-24,263,travel_agent,2,7758.39,1,P1,0.93,early_planner
B01574,S030,2025-01-18,238,web,2,9819.0,0,P1,0.93,early_planner
B01575,S030,2025-01-28,228,travel_agent,2,9734.56,0,P1,1.1,early_planner
B01576,S030,2025-02-04,221,direct,3,10264.6,0,P1,1.01,loyal_guest
B01577,S030,2025-01-20,236,direct,2,9526.18,0,P1,1.01,loyal_guest
B01578,S030,2025-02-23,202,direct,4,7857.92,1,P1,1.12,loyal_guest
B01579,S030,2025-01-11,245,travel_agent,4,8591.38,1,P1,1.01,early_planner
B01580,S030,2024-12-15,272,travel_agent,2,10191.06,0,P1,1.12,early_planner
B01581,S030,2025-01-01,255,direct,3,9644.39,0,P1,0.85,early_planner
B01582,S030,2025-06-10,95,direct,4,9878.06,0,P1,0.93,early_planner
B01583,S030,2025-03-17,180,travel_agent,2,9643.01,0,P2,1.07,mid_booker
B01584,S030,2025-04-08,158,travel_agent,1,10265.59,0,P1,0.87,mid_booker
B01585,S030,2025-07-03,72,travel_agent,2,7671.65,1,P2,0.88,mid_booker
B01586,S030,2025-06-16,89,direct,2,10248.46,0,P3,0.98,mid_booker
B01587,S030,2025-06-07,98,travel_agent,2,9598.85,0,P2,1.14,mid_booker
B01588,S030,2025-05-13,123,web,4,9490.42,0,P2,1.02,mid_booker
B01589,S030,2025-06-02,103,travel_agent,2,9640.35,0,P1,1.15,mid_booker
B01590,S030,2025-07-09,66,travel_agent,2,10105.28,0,P3,0.92,early_planner
B01591,S030,2025-05-04,132,direct,4,9870.05,0,P1,1.04,mid_booker
B01592,S030,2025-05-10,126,direct,1,9492.72,0,P1,0.91,mid_booker
B01593,S030,2025-03-23,174,direct,1,7988.86,1,P2,1.01,mid_booker
B01594,S030,2025-05-09,127,direct,2,9647.68,0,P2,1.07,early_planner
B01595,S030,2025-05-02,134,travel_agent,3,9990.67,0,P1,0.93,early_planner
B01596,S030,2025-05-11,125,travel_agent,3,10347.56,0,P1,0.95,mid_booker
B01597,S030,2025-03-29,168,direct,2,10130.12,0,P1,1.13,mid_booker
B01598,S030,2025-03-19,178,direct,1,8883.48,1,P1,0.9,mid_booker
B01599,S030,2025-05-22,114,travel_agent,2,9888.24,0,P2,0.89,mid_booker
B01600,S030,2025-06-09,96,web,3,8729.21,1,P2,1.07,mid_booker
B01601,S030,2025-06-04,101,direct,3,10278.38,0,P1,0.89,mid_booker
B01602,S030,2025-05-27,109,web,4,9765.63,0,P2,0.99,early_planner
B01603,S030,2025-06-05,100,travel_agent,1,10241.63,0,P1,0.9,mid_booker
B01604,S030,2025-04-10,156,web,4,9575.66,0,P2,0.87,early_planner
B01605,S030,2025-06-23,82,travel_agent,3,7873.77,1,P3,0.95,early_planner
B01606,S030,2025-09-04,9,direct,2,8383.65,1,P2,0.95,last_minute
B01607,S030,2025-09-11,2,web,3,7551.06,1,P3,1.03,last_minute
B01608,S030,2025-07-23,52,direct,4,10322.66,0,P2,0.87,last_minute
B01609,S030,2025-07-15,60,travel_agent,2,8639.07,1,P2,0.89,mid_booker
B01610,S030,2025-07-28,47,travel_agent,2,10242.62,0,P3,1.14,mid_booker
B01611,S030,2025-07-19,56,direct,2,7741.23,1,P2,0.88,mid_booker
B01612,S030,2025-07-29,46,direct,3,7605.82,1,P3,0.87,last_minute
B01613,S030,2025-08-31,13,direct,2,9819.2,0,P3,0.95,mid_booker
B01614,S030,2025-08-17,27,web,3,9771.62,0,P3,1.06,last_minute
B01615,S030,2025-08-11,33,web,4,8787.66,1,P2,1.14,mid_booker
B01616,S030,2025-08-27,17,direct,3,8254.85,1,P3,1.0,last_minute
B01617,S030,2025-08-08,36,travel_agent,4,10043.46,0,P2,0.86,last_minute
B01618,S030,2025-07-19,56,direct,2,8274.39,1,P2,0.96,last_minute
B01619,S030,2025-08-05,39,direct,2,9918.72,0,P2,1.03,last_minute
B01620,S030,2025-08-24,20,web,4,9895.76,0,P2,1.03,last_minute
B01621,S030,2025-09-07,6,direct,4,9441.8,0,P3,0.93,last_minute
B01622,S044,2025-01-02,257,direct,1,5388.83,0,P1,1.03,early_planner
B01623,S044,2024-12-30,260,direct,2,5812.0,0,P1,0.87,early_planner
B01624,S044,2025-01-21,238,travel_agent,2,5536.86,0,P1,0.89,loyal_guest
B01625,S044,2025-01-17,242,web,3,5857.78,0,P1,1.11,early_planner
B01626,S044,2025-02-26,202,direct,3,5574.2,0,P1,1.0,loyal_guest
B01627,S044,2025-01-19,240,direct,2,5430.73,0,P1,1.11,early_planner
B01628,S044,2024-12-15,275,direct,2,5735.72,0,P1,0.84,early_planner
B01629,S044,2024-11-29,291,web,4,5641.54,0,P1,1.09,early_planner
B01630,S044,2024-12-28,262,direct,2,5891.4,0,P1,0.89,loyal_guest
B01631,S044,2024-12-14,276,web,2,4497.86,1,P1,0.88,early_planner
B01632,S044,2025-01-10,249,web,2,5487.42,0,P1,1.1,early_planner
B01633,S044,2024-12-07,283,web,2,5530.64,0,P1,0.98,loyal_guest
B01634,S044,2025-03-07,193,direct,1,5677.05,0,P1,1.08,loyal_guest
B01635,S044,2025-03-16,184,direct,4,5712.27,0,P1,0.88,loyal_guest
B01636,S044,2025-02-01,227,direct,2,5746.7,0,P1,1.03,early_planner
B01637,S044,2025-03-17,183,direct,3,5666.13,0,P1,1.08,early_planner
B01638,S044,2025-01-01,258,direct,3,5527.05,0,P1,0.97,early_planner
B01639,S044,2024-11-26,294,web,2,5486.39,0,P1,0.87,loyal_guest
B01640,S044,2025-04-18,151,web,1,5753.66,0,P1,0.93,early_planner
B01641,S044,2025-06-29,79,direct,2,4693.62,1,P3,1.02,early_planner
B01642,S044,2025-04-19,150,travel_agent,3,5645.22,0,P1,1.06,mid_booker
B01643,S044,2025-04-15,154,web,4,5627.17,0,P2,0.97,early_planner
B01644,S044,2025-06-26,82,direct,2,5572.17,0,P3,0.92,early_planner
B01645,S044,2025-03-29,171,direct,2,5533.37,0,P2,1.01,early_planner
B01646,S044,2025-04-01,168,direct,2,5927.51,0,P1,1.12,mid_booker
B01647,S044,2025-07-02,76,direct,2,5827.45,0,P2,1.12,mid_booker
B01648,S044,2025-07-08,70,direct,2,5474.45,0,P2,1.03,early_planner
B01649,S044,2025-05-26,113,direct,2,5485.35,0,P1,0.96,mid_booker
B01650,S044,2025-04-03,166,web,1,5859.79,0,P2,0.83,early_planner
B01651,S044,2025-04-01,168,travel_agent,2,5769.8,0,P1,1.1,mid_booker
B01652,S044,2025-07-03,75,direct,2,5813.0,0,P2,0.95,mid_booker
B01653,S044,2025-07-11,67,direct,2,5889.44,0,P3,1.01,mid_booker
B01654,S044,2025-05-23,116,direct,2,5800.18,0,P1,0.9,mid_booker
B01655,S044,2025-04-28,141,direct,4,5573.29,0,P1,1.01,mid_booker
B01656,S044,2025-04-19,150,direct,2,5663.97,0,P1,0.89,mid_booker
B01657,S044,2025-07-11,67,travel_agent,1,5482.68,0,P2,0.92,mid_booker
B01658,S044,2025-06-08,100,direct,2,5921.72,0,P1,0.88,mid_booker
B01659,S044,2025-07-06,72,direct,2,5576.94,0,P2,1.03,mid_booker
B01660,S044,2025-03-31,169,travel_agent,4,5706.3,0,P2,1.04,early_planner
B01661,S044,2025-05-10,129,direct,3,5608.32,0,P1,0.92,mid_booker
B01662,S044,2025-06-13,95,web,3,5895.21,0,P2,1.06,mid_booker
B01663,S044,2025-03-31,169,travel_agent,4,5444.05,0,P1,1.12,mid_booker
B01664,S044,2025-09-04,12,travel_agent,2,5091.69,1,P3,0.89,mid_booker
B01665,S044,2025-08-06,41,web,1,4858.26,1,P2,1.09,last_minute
B01666,S044,2025-08-08,39,web,1,5769.57,0,P3,0.96,mid_booker
B01667,S044,2025-07-31,47,web,2,5482.03,0,P3,0.96,last_minute
B01668,S044,2025-09-15,1,travel_agent,2,5718.25,0,P3,1.05,mid_booker
B01669,S044,2025-08-26,21,travel_agent,2,4643.08,1,P2,1.05,mid_booker
B01670,S044,2025-07-25,53,travel_agent,1,5576.43,0,P3,1.04,last_minute
B01671,S044,2025-08-04,43,direct,2,4780.87,1,P2,1.01,mid_booker
B01672,S044,2025-07-24,54,web,2,5791.67,0,P3,1.11,mid_booker
B01673,S044,2025-07-21,57,direct,2,5484.98,0,P3,1.05,mid_booker
B01674,S044,2025-08-27,20,direct,4,5830.32,0,P3,1.13,mid_booker
B01675,S044,2025-07-21,57,web,4,5592.77,0,P3,0.89,last_minute
B01676,S044,2025-08-02,45,web,2,5485.99,0,P2,1.01,last_minute
B01677,S044,2025-09-06,10,web,2,4921.62,1,P3,1.03,last_minute
B01678,S044,2025-07-21,57,direct,4,5933.55,0,P3,0.86,last_minute
B01679,S044,2025-08-10,37,travel_agent,3,5043.46,1,P3,1.05,mid_booker
B01680,S044,2025-08-01,46,direct,2,5717.94,0,P3,0.97,mid_booker
B01681,S044,2025-07-18,60,travel_agent,2,4803.33,1,P3,0.88,mid_booker
B01682,S020,2025-03-04,201,direct,4,8338.45,0,P1,1.08,loyal_guest
B01683,S020,2024-12-29,266,travel_agent,2,8919.45,0,P1,1.08,early_planner
B01684,S020,2025-02-04,229,direct,2,8522.59,0,P1,0.99,early_planner
B01685,S020,2025-02-21,212,direct,4,8103.5,0,P1,1.1,early_planner
B01686,S020,2025-02-02,231,travel_agent,2,8427.54,0,P1,1.05,early_planner
B01687,S020,2025-03-21,184,direct,3,8628.37,0,P1,0.89,loyal_guest
B01688,S020,2024-12-31,264,direct,2,8449.21,0,P1,0.86,loyal_guest
B01689,S020,2024-12-06,289,direct,4,8503.05,0,P1,0.88,early_planner
B01690,S020,2025-01-11,253,direct,2,8774.18,0,P1,0.97,loyal_guest
B01691,S020,2025-03-15,190,direct,2,8717.2,0,P1,0.92,early_planner
B01692,S020,2025-01-04,260,travel_agent,2,7591.4,1,P1,0.86,loyal_guest
B01693,S020,2025-01-22,242,travel_agent,3,8615.04,0,P1,1.15,early_planner
B01694,S020,2025-01-13,251,direct,2,8785.95,0,P1,1.1,early_planner
B01695,S020,2025-02-09,224,travel_agent,3,8160.2,0,P1,1.07,loyal_guest
B01696,S020,2025-03-15,190,web,4,8835.82,0,P1,0.87,early_planner
B01697,S020,2025-02-27,206,direct,2,8711.01,0,P1,1.03,loyal_guest
B01698,S020,2024-12-20,275,direct,2,8719.74,0,P1,0.94,early_planner
B01699,S020,2025-01-17,247,travel_agent,1,8891.44,0,P1,1.04,early_planner
B01700,S020,2025-02-06,227,direct,4,6590.85,1,P1,1.08,loyal_guest
B01701,S020,2025-02-15,218,travel_agent,2,8452.72,0,P1,0.95,early_planner
B01702,S020,2025-02-16,217,travel_agent,2,8382.06,0,P1,1.06,early_planner
B01703,S020,2024-12-19,276,travel_agent,4,8392.65,0,P1,1.06,early_planner
B01704,S020,2025-02-13,220,direct,3,8335.4,0,P1,0.86,early_planner
B01705,S020,2025-01-27,237,web,2,8289.12,0,P1,0.96,early_planner
B01706,S020,2024-12-29,266,travel_agent,4,8235.63,0,P1,1.04,early_planner
B01707,S020,2025-01-25,239,web,2,8734.83,0,P1,1.06,early_planner
B01708,S020,2025-03-22,183,web,2,8295.0,0,P1,1.11,loyal_guest
B01709,S020,2025-03-06,199,travel_agent,2,8321.86,0,P1,1.07,loyal_guest
B01710,S020,2025-05-05,139,web,3,8245.96,0,P2,1.04,mid_booker
B01711,S020,2025-05-10,134,travel_agent,2,8838.58,0,P2,1.04,mid_booker
B01712,S020,2025-07-02,81,direct,2,8424.57,0,P2,0.95,mid_booker
B01713,S020,2025-05-05,139,travel_agent,2,8619.64,0,P1,1.04,mid_booker
B01714,S020,2025-06-08,105,direct,4,8645.22,0,P1,1.1,mid_booker
B01715,S020,2025-05-12,132,direct,2,8667.05,0,P2,1.04,mid_booker
B01716,S020,2025-05-29,115,travel_agent,3,8556.63,0,P1,1.14,early_planner
B01717,S020,2025-05-31,113,direct,2,8309.3,0,P1,1.06,mid_booker
B01718,S020,2025-04-17,157,web,1,8489.54,0,P1,1.14,mid_booker
B01719,S020,2025-07-21,62,web,1,8725.97,0,P2,1.12,early_planner
B01720,S020,2025-04-18,156,direct,2,8308.66,0,P2,0.99,mid_booker
B01721,S020,2025-06-17,96,travel_agent,2,8162.94,0,P2,0.88,early_planner
B01722,S020,2025-05-13,131,travel_agent,1,6920.46,1,P2,0.94,early_planner
B01723,S020,2025-04-19,155,travel_agent,1,8478.09,0,P1,1.03,mid_booker
B01724,S020,2025-05-22,122,web,3,8447.84,0,P2,1.0,early_planner
B01725,S020,2025-06-23,90,direct,2,8342.61,0,P3,0.93,mid_booker
B01726,S020,2025-06-05,108,direct,2,8579.24,0,P2,1.04,early_planner
B01727,S020,2025-03-28,177,direct,2,6531.64,1,P2,1.0,early_planner
B01728,S020,2025-05-16,128,direct,2,8181.29,0,P2,0.95,mid_booker
B01729,S020,2025-07-07,76,web,3,8751.13,0,P2,0.94,mid_booker
B01730,S020,2025-06-05,108,web,2,8684.53,0,P1,1.02,early_planner
B01731,S020,2025-05-07,137,direct,2,8438.52,0,P1,1.11,mid_booker
B01732,S020,2025-04-06,168,direct,2,8937.28,0,P2,1.08,mid_booker
B01733,S020,2025-07-08,75,web,4,8830.76,0,P3,0.96,mid_booker
B01734,S020,2025-07-11,72,travel_agent,2,8736.09,0,P3,0.94,mid_booker
B01735,S020,2025-06-03,110,direct,2,6472.01,1,P1,1.14,mid_booker
B01736,S020,2025-06-26,87,web,2,8117.26,0,P2,0.91,mid_booker
B01737,S020,2025-06-26,87,direct,2,8120.84,0,P3,1.09,mid_booker
B01738,S020,2025-09-14,7,direct,2,8475.93,0,P3,0.88,last_minute
B01739,S020,2025-08-16,36,travel_agent,4,8903.46,0,P3,1.14,last_minute
B01740,S020,2025-09-03,18,travel_agent,1,8703.07,0,P2,0.93,mid_booker
B01741,S020,2025-09-10,11,web,1,6856.18,1,P3,1.01,last_minute
B01742,S020,2025-07-28,55,travel_agent,2,8851.75,0,P2,0.95,mid_booker
B01743,S020,2025-09-11,10,direct,2,8603.58,0,P2,1.02,last_minute
B01744,S020,2025-08-03,49,direct,2,8751.08,0,P3,1.02,last_minute
B01745,S020,2025-08-03,49,travel_agent,4,8158.64,0,P3,1.14,last_minute
B01746,S020,2025-08-05,47,web,2,8257.67,0,P3,0.92,last_minute
B01747,S020,2025-08-27,25,direct,1,8701.0,0,P3,1.03,last_minute
B01748,S020,2025-08-17,35,direct,3,8465.04,0,P3,1.09,mid_booker
B01749,S020,2025-08-26,26,travel_agent,2,8583.03,0,P2,1.14,last_minute
B01750,S020,2025-08-30,22,direct,3,8641.58,0,P2,1.02,mid_booker
B01751,S020,2025-08-04,48,direct,1,7017.51,1,P2,1.02,last_minute
B01752,S020,2025-09-08,13,direct,4,8468.12,0,P3,0.99,mid_booker
B01753,S020,2025-08-26,26,travel_agent,1,7441.93,1,P3,0.99,mid_booker
B01754,S038,2025-02-19,217,direct,2,4909.15,0,P1,0.84,early_planner
B01755,S038,2025-03-28,180,travel_agent,2,3679.21,1,P1,0.94,mid_booker
B01756,S038,2025-01-08,259,direct,2,4908.5,0,P1,1.01,early_planner
B01757,S038,2024-12-12,286,direct,1,4816.42,0,P1,0.98,early_planner
B01758,S038,2025-02-07,229,travel_agent,2,4894.0,0,P1,0.94,early_planner
B01759,S038,2025-03-26,182,web,3,4583.44,0,P1,0.98,early_planner
B01760,S038,2025-03-27,181,travel_agent,1,3973.53,1,P1,0.83,early_planner
B01761,S038,2025-02-28,208,web,2,4992.02,0,P1,1.08,early_planner
B01762,S038,2025-02-15,221,travel_agent,1,4580.41,0,P1,1.02,early_planner
B01763,S038,2025-02-02,234,direct,2,4671.34,0,P1,1.02,early_planner
B01764,S038,2025-03-09,199,direct,2,4624.81,0,P1,0.83,loyal_guest
B01765,S038,2025-02-23,213,web,2,4904.35,0,P1,0.85,early_planner
B01766,S038,2024-12-09,289,direct,4,4933.48,0,P1,0.96,early_planner
B01767,S038,2025-02-28,208,direct,1,4859.61,0,P1,0.94,early_planner
B01768,S038,2025-01-13,254,web,1,4686.32,0,P1,1.02,early_planner
B01769,S038,2025-01-01,266,direct,2,4698.51,0,P1,1.1,early_planner
B01770,S038,2024-12-20,278,direct,2,4030.82,1,P1,1.01,loyal_guest
B01771,S038,2025-02-15,221,direct,1,4051.16,1,P1,0.9,early_planner
B01772,S038,2025-01-19,248,travel_agent,2,4762.0,0,P1,0.95,loyal_guest
B01773,S038,2025-05-29,118,web,2,4926.87,0,P1,0.92,mid_booker
B01774,S038,2025-05-04,143,direct,2,4798.11,0,P1,0.97,mid_booker
B01775,S038,2025-05-02,145,direct,4,4602.09,0,P1,0.9,early_planner
B01776,S038,2025-07-01,85,direct,4,4963.91,0,P2,0.9,mid_booker
B01777,S038,2025-04-19,158,web,2,4697.1,0,P2,1.03,mid_booker
B01778,S038,2025-04-12,165,travel_agent,4,4719.15,0,P1,1.0,early_planner
B01779,S038,2025-05-14,133,direct,2,4159.24,1,P1,0.83,mid_booker
B01780,S038,2025-03-30,178,direct,4,4694.19,0,P2,0.98,mid_booker
B01781,S038,2025-06-11,105,travel_agent,3,5003.99,0,P2,0.97,early_planner
B01782,S038,2025-04-03,174,web,2,4750.26,0,P2,1.03,mid_booker
B01783,S038,2025-04-05,172,travel_agent,4,4629.09,0,P2,1.07,mid_booker
B01784,S038,2025-04-26,151,travel_agent,4,3687.32,1,P2,0.85,mid_booker
B01785,S038,2025-04-06,171,direct,1,3911.62,1,P1,0.9,mid_booker
B01786,S038,2025-05-14,133,direct,3,4681.37,0,P2,0.92,mid_booker
B01787,S038,2025-07-07,79,direct,1,3713.26,1,P2,0.87,mid_booker
B01788,S038,2025-07-02,84,direct,3,3767.34,1,P2,1.0,mid_booker
B01789,S038,2025-04-19,158,direct,4,4650.17,0,P1,0.94,early_planner
B01790,S038,2025-07-08,78,travel_agent,2,4835.48,0,P2,0.99,mid_booker
B01791,S038,2025-06-30,86,travel_agent,2,3613.6,1,P3,0.92,mid_booker
B01792,S038,2025-06-17,99,web,2,4605.1,0,P2,0.83,mid_booker
B01793,S038,2025-07-03,83,direct,2,4833.06,0,P2,0.85,mid_booker
B01794,S038,2025-07-14,72,travel_agent,2,4616.63,0,P2,0.95,early_planner
B01795,S038,2025-07-23,63,direct,2,4658.84,0,P3,0.85,mid_booker
B01796,S038,2025-05-19,128,web,2,3770.88,1,P1,0.89,early_planner
B01797,S038,2025-05-10,137,travel_agent,2,4217.02,1,P2,0.99,mid_booker
B01798,S038,2025-03-28,180,travel_agent,2,4682.86,0,P1,0.99,mid_booker
B01799,S038,2025-08-01,54,travel_agent,2,3599.31,1,P3,1.09,last_minute
B01800,S038,2025-09-22,2,travel_agent,2,3966.67,1,P2,1.09,mid_booker
B01801,S038,2025-08-06,49,travel_agent,4,4227.23,1,P3,0.9,mid_booker
B01802,S038,2025-09-16,8,web,2,4741.57,0,P2,1.09,last_minute
B01803,S038,2025-08-21,34,direct,1,4697.2,0,P3,1.12,last_minute
B01804,S038,2025-09-02,22,web,1,4772.09,0,P3,0.9,last_minute
B01805,S038,2025-09-20,4,travel_agent,3,4934.92,0,P3,1.0,mid_booker
B01806,S038,2025-09-04,20,direct,3,4982.22,0,P3,0.84,last_minute
B01807,S038,2025-07-31,55,travel_agent,2,3608.1,1,P2,0.94,mid_booker
B01808,S038,2025-09-04,20,direct,2,4559.1,0,P3,1.09,mid_booker
B01809,S038,2025-07-27,59,direct,3,4840.23,0,P3,1.03,last_minute
B01810,S038,2025-09-10,14,direct,4,3849.11,1,P3,0.86,last_minute
B01811,S038,2025-08-13,42,web,2,4965.83,0,P3,1.08,last_minute
B01812,S038,2025-09-11,13,web,2,3739.3,1,P3,0.97,mid_booker
B01813,S038,2025-09-12,12,direct,2,3748.55,1,P3,1.05,last_minute
B01814,S038,2025-09-05,19,direct,4,4699.56,0,P2,0.92,last_minute
B01815,S038,2025-09-14,10,direct,2,4010.01,1,P3,1.02,last_minute
B01816,S038,2025-08-28,27,direct,2,4772.04,0,P3,1.07,last_minute
B01817,S038,2025-09-07,17,web,3,4221.19,1,P3,1.1,mid_booker
B01818,S038,2025-09-10,14,travel_agent,2,4730.24,0,P2,0.89,last_minute
B01819,S038,2025-07-27,59,direct,4,4057.25,1,P3,0.95,last_minute
B01820,S001,2025-01-18,293,direct,2,8978.57,0,P1,1.01,loyal_guest
B01821,S001,2025-01-29,282,direct,1,9587.58,0,P1,0.97,loyal_guest
B01822,S001,2025-04-04,217,web,1,9402.86,0,P1,1.05,early_planner
B01823,S001,2025-02-22,258,direct,2,9238.17,0,P1,1.12,loyal_guest
B01824,S001,2025-02-28,252,travel_agent,3,9450.77,0,P1,1.04,early_planner
B01825,S001,2025-05-01,190,travel_agent,3,9557.33,0,P1,0.95,loyal_guest
B01826,S001,2025-03-31,221,direct,1,9504.92,0,P1,1.04,loyal_guest
B01827,S001,2025-04-13,208,web,4,8745.66,0,P1,1.12,loyal_guest
B01828,S001,2025-03-16,236,travel_agent,2,7408.93,1,P1,1.03,early_planner
B01829,S001,2025-01-26,285,web,2,8969.12,0,P1,1.11,early_planner
B01830,S001,2025-05-06,185,web,1,9486.75,0,P1,1.18,early_planner
B01831,S001,2025-04-10,211,direct,1,8734.28,0,P1,1.13,loyal_guest
B01832,S001,2025-03-02,250,direct,2,9170.22,0,P1,1.12,loyal_guest
B01833,S001,2025-04-22,199,direct,4,9393.28,0,P1,1.2,early_planner
B01834,S001,2025-02-15,265,travel_agent,3,9352.07,0,P1,1.0,early_planner
B01835,S001,2025-04-06,215,travel_agent,2,9312.47,0,P1,1.14,early_planner
B01836,S001,2025-05-08,183,travel_agent,2,8853.16,0,P1,0.99,early_planner
B01837,S001,2025-03-09,243,web,4,8854.6,0,P1,1.02,early_planner
B01838,S001,2025-04-13,208,web,1,8996.46,0,P1,1.13,loyal_guest
B01839,S001,2025-01-25,286,web,1,8741.53,0,P1,1.07,loyal_guest
B01840,S001,2025-02-12,268,web,2,9566.87,0,P1,1.06,early_planner
B01841,S001,2025-04-13,208,direct,2,9417.32,0,P1,1.07,early_planner
B01842,S001,2025-04-10,211,web,1,9253.51,0,P1,0.95,early_planner
B01843,S001,2025-01-19,292,direct,2,9520.25,0,P1,1.08,loyal_guest
B01844,S001,2025-04-13,208,travel_agent,1,9490.13,0,P1,0.95,early_planner
B01845,S001,2025-03-16,236,web,2,9540.99,0,P1,1.17,early_planner
B01846,S001,2025-02-18,262,direct,2,7291.96,1,P1,1.08,early_planner
B01847,S001,2025-01-28,283,travel_agent,4,8827.8,0,P1,1.08,early_planner
B01848,S001,2025-04-14,207,direct,2,9041.37,0,P1,1.03,early_planner
B01849,S001,2025-04-23,198,direct,2,8815.11,0,P1,1.19,early_planner
B01850,S001,2025-05-10,181,direct,3,8148.3,1,P1,1.19,early_planner
B01851,S001,2025-04-04,217,travel_agent,3,7330.67,1,P1,1.17,loyal_guest
B01852,S001,2025-04-10,211,web,4,8944.2,0,P1,0.94,early_planner
B01853,S001,2025-05-09,182,travel_agent,1,9083.7,0,P1,0.92,early_planner
B01854,S001,2025-05-22,169,direct,3,9128.47,0,P2,0.99,mid_booker
B01855,S001,2025-06-22,138,direct,4,8857.81,0,P1,0.99,mid_booker
B01856,S001,2025-07-09,121,travel_agent,2,8729.7,0,P1,0.91,mid_booker
B01857,S001,2025-05-24,167,direct,3,9177.53,0,P2,1.12,mid_booker
B01858,S001,2025-07-14,116,direct,4,9325.11,0,P1,0.93,early_planner
B01859,S001,2025-07-17,113,direct,1,9338.69,0,P2,0.96,mid_booker
B01860,S001,2025-06-29,131,direct,4,8874.22,0,P1,1.18,early_planner
B01861,S001,2025-06-30,130,web,2,9445.91,0,P1,1.2,early_planner
B01862,S001,2025-06-28,132,travel_agent,4,8034.41,1,P1,1.09,mid_booker
B01863,S001,2025-08-15,84,web,2,9475.57,0,P3,0.96,mid_booker
B01864,S001,2025-07-18,112,travel_agent,2,9066.1,0,P2,1.01,early_planner
B01865,S001,2025-08-16,83,direct,4,9258.69,0,P3,0.91,mid_booker
B01866,S001,2025-05-23,168,direct,2,8750.33,0,P1,0.93,mid_booker
